path,bytes,sha256,rights,referenced,treatment
"/images/articles/editorial/arc-raiders-a-player-experience-review/CRY_IMG_ARCRaidersScreenshot_021.jpg","169137","4b67d0a59b0d498ea9afc70144b43e2886d7fc31919801cf2ca96850a7351564","owned","false","local governed asset"
"/images/articles/editorial/arc-raiders-a-player-experience-review/CRY_IMG_ARCRaidersScreenshot_022.jpg","157108","5e08828056879c88c6d8c4fad7567470042d2a14cbe803b79122d84c36aeeba9","owned","false","local governed asset"
"/images/articles/editorial/arc-raiders-a-player-experience-review/CRY_IMG_PlayerExperienceDiagram.png","52832","5d05c0caaa3422a0babd9eecc08cba9f80d4c750a6b9b4316c6a8e83aa4ece35","owned","false","local governed asset"
"/images/articles/editorial/artificial-intelligence-2023-q1-cryptic-insights/CRY_IMG_ArtificialIntelligence.jpg","85714","ae45d909c0f79578df7064ef3d8682d9db06dba5c05eab2cf5c7ab596a7a9377","owned","false","local governed asset"
"/images/articles/editorial/holistic-ux-design-systems-thinking/CRY_IMG_MarketingUXProcess.png","819201","0a22b89f3c7b7141ceab11045eac9d9b85c7d05303231bb31bad4e0fbc66b633","owned","false","local governed asset"
"/images/articles/editorial/how-to-conduct-a-ux-audit/CRY_IMG_MarketingScalabilityModularity.png","806652","4da11d766d6c8ffe67ff8de28bbba495731e848401325f76484de6c1c971028c","owned","false","local governed asset"
"/images/articles/editorial/owning-the-stack-post-generative-creative-economy/CRY_IMG_CrypticDesign-Future-Vision_01.png","834067","f95593b27a3e86c210574f81f0932a27a7c9d861e18ad770b2d489650d555407","owned","false","local governed asset"
"/images/articles/editorial/owning-the-stack-post-generative-creative-economy/CRY_IMG_CrypticDesign-OwnTheStack_01.png","352236","8147a91d46d7d8b5b540e1c2b0336432a34160e99930f9a1eeb88c55a639322b","owned","false","local governed asset"
"/images/articles/editorial/owning-the-stack-post-generative-creative-economy/CRY_IMG_IndustryShift_01.png","477692","3315c18a145c61a2c34935d55c74cd498ad08e1f67726e8469c50d6a7d84a427","owned","false","local governed asset"
"/images/articles/editorial/owning-the-stack-post-generative-creative-economy/CRY_IMG_LeviathanOrbitalCarrier_v1.png","337664","957a40e2ef00d1ad1a97556bfc9e70398ba1ad09f6eaadc51c8a2ecee4c72327","owned","false","local governed asset"
"/images/articles/editorial/owning-the-stack-post-generative-creative-economy/SIN_IMG_OrbitingEarth.png","1017859","40969c82da0c424494ab8579ec2dd020c7af3335e9ef9a340a1919c38afd00fa","owned","false","local governed asset"
"/images/articles/editorial/owning-the-stack-post-generative-creative-economy/SIN_VID_Kyrie_S01_CitySignal_v01.png","371667","fd428db6aa656b6ad8b9dc0a63c9c16bbc7d49e1c6d3145c5a29a3c7f6f6706d","owned","false","local governed asset"
"/images/articles/editorial/owning-the-stack-post-generative-creative-economy/SIN_VID_Kyrie_S30_FinalFrame_v01.png","290958","a93fbb2dc5645e4221b66a3c52eec2e0c0b192b2146ba34452e1430b9b32963a","owned","false","local governed asset"
"/images/articles/editorial/scalable-ui-systems-design-tokens-components/CRY_IMG_MarketingScalabilityModularity.png","806652","4da11d766d6c8ffe67ff8de28bbba495731e848401325f76484de6c1c971028c","owned","false","local governed asset"
"/images/articles/editorial/video-games-2023-q1-cryptic-insights/CRY_IMG_MarketingGamingInsights.png","774045","9c6fc198b2dbe361fff45a101a763c3eed25caef4d1f49c697f4e2808da90d60","owned","false","local governed asset"
"/images/articles/editorial/when-tools-begin-to-decide/CRY_IMG_AutomationBias_01.png","196363","aaad2e59b9b3e977c67322d617c5e833765eb6c38218e04d37581dcf4e6e2ab1","owned","false","local governed asset"
"/images/articles/editorial/when-tools-begin-to-decide/CRY_IMG_DesignIntent_01.png","443910","afdd5983b3ac757984542ecd3ce2668f9556d91a93114285c1781f3f2b34db1b","owned","false","local governed asset"
"/images/articles/editorial/when-tools-begin-to-decide/CRY_IMG_FracturedAgency_01.png","440414","31dc2b850c18d04a5762b22a2a895577046defcf881ce1d3d0c2f51ba61cb45a","owned","false","local governed asset"
"/images/articles/editorial/when-tools-begin-to-decide/CRY_IMG_HumanAgency_v1.png","351857","c45c0d95ec2c535d2902ab22348049f6bb7067963fa421a200e3af4d0c8446bd","owned","false","local governed asset"
"/images/articles/editorial/when-tools-begin-to-decide/CRY_IMG_SystemResponsibility_01.png","542006","c2a84144d8de619528696c3a5ca52219edbeede0b0a20d23393ba3ded4ec3c60","owned","false","local governed asset"
"/images/articles/editorial/when-tools-begin-to-decide/CRY_IMG_WhenToolsBeginToDecide_v1.png","333874","c398b280c6f3e5218c6b1bb893100b363af142feed2d0e15b389ce4b9f8d2db1","owned","false","local governed asset"
"/images/articles/holistic-ux-design-systems-thinking.png","1897004","d7b7f85bceb85614bc6d19804fd5c87d46f24d412d251fe46d6af4a907ccca3e","owned","true","local governed asset"
"/images/articles/how-to-conduct-a-ux-audit.png","1753798","eec2f92e9d0832df73ab7927ce4feef7b7666163395c289a63538aa8b1ef8c46","owned","true","local governed asset"
"/images/articles/owning-the-stack-post-generative-creative-economy.png","2366406","6cc03041934bb58817877d554fe447f14c5dd93c1e92c9dc045f030c12203f4b","owned","true","local governed asset"
"/images/articles/scalable-ui-systems-design-tokens-components.png","1964292","2eb8bea4d252050fa63ce0019db708640d3aafbacdbf999750ad18ea8016f015","owned","true","local governed asset"
"/images/articles/shaping-the-universe.png","1374620","d6691abd2c2d83d3abd2e78354ffecbde84d4e72cd20b5b927323b14c6da0e03","owned","true","local governed asset"
"/images/articles/video-games-2023-q1-cryptic-insights.png","1822950","797ab71f2256eae3e4754356218f3d9892a161e56543b977f607f8fd2e849f8a","owned","true","local governed asset"
"/images/articles/when-tools-begin-to-decide.png","765072","f5628ff56aa1a25f57655b8c4800c7f9db84bedd499b9c5bcf408495a7bc32cb","owned","true","local governed asset"
"/images/case-studies/digimancy-breather-expanded.png","3970094","014decdc8c2958e429b06bd41fd46949e6d6711741884b64c0a1255e93894e7c","client-approved","true","local governed asset"
"/images/case-studies/digimancy-breather.png","5964800","b92ca511821ff07ccd65ced854b5e4f66af15a2c3f0fa9da9293dae58b4a7895","client-approved","true","local governed asset"
"/images/case-studies/digimancy-combat.png","5047728","f18fba6ebf3251355ee7179638f53737b657414d9c9d5f2d9e3029d6b544b874","client-approved","true","local governed asset"
"/images/case-studies/digimancy-hazard.png","1604456","70b59c333a84852ffc32cc888fb6b96e081a7b821bd452210dfa170e151f67a0","client-approved","true","local governed asset"
"/images/case-studies/digimancy-negotiation.png","1775666","3ea8d355b8a40f9713068cf38a477bd2d048288bc8ddeda721af6882623e83a7","client-approved","true","local governed asset"
"/images/case-studies/digimancy-pirate.png","1688194","70cd76ea81b56d93de199e600784e371539d622fbe1c13ba737003f00ebf0596","client-approved","true","local governed asset"
"/images/case-studies/humankind-attack.jpg","278502","9a382b7736e02a19fc54a4e39d51aa41b2900c906626e11fbee60e7e1c0d58fb","client-approved","true","local governed asset"
"/images/case-studies/humankind-battle.jpg","275033","d1a939514df5f306e2ed6a4351a4121d2cfd598b4054584a2d721122bd758c09","client-approved","true","local governed asset"
"/images/case-studies/humankind-contender.jpg","268528","16141c5337413c49446eb76e83ea1e403054e9cd58b13970604e9aabe0b99a96","client-approved","true","local governed asset"
"/images/case-studies/humankind-deployment.jpg","265387","2c80e388129da5aa5aed0010f0fb31fd318a2d93d098bf52641ff2addf30a07c","client-approved","true","local governed asset"
"/images/case-studies/humankind-hero.jpg","90874","ec363725d278aff82806342833492b8f5d5b048f08d7b1b79c1717cf4c08a1b8","client-approved","true","local governed asset"
"/images/case-studies/humankind-opponent.jpg","269650","d0a7570dbb05c7e0e158324c1e3657c71833bdfb7fdf3845a531afe6aa828353","client-approved","true","local governed asset"
"/images/case-studies/humankind-turnend.jpg","250186","7e9de4d54fe0cef8cc24fa477554d80c8d1db6580123a88e5f40e9e5da9a4a1f","client-approved","true","local governed asset"
"/images/case-studies/humankind-turnstart.jpg","261642","854aa88daa6443820a2ac84219d075c9a607f6d7bc9c735409327d6e72fcc715","client-approved","true","local governed asset"
"/images/case-studies/humankind-unitresults.jpg","264567","df217c93e157938ec851b2a6bb113dcdecc03428a68812cb8f2e3063a359854f","client-approved","true","local governed asset"
"/images/case-studies/humankind-unitturn.jpg","273464","4043c92900b6159e2f16a2b3bd2fe6af46e412c338a501da4c92e2744c7d2261","client-approved","true","local governed asset"
"/images/case-studies/humankind-wire-city.jpg","64462","8948741c0ab317c641d87669c287c3ce9b077aa02098b490e4e75eb2feae06c1","client-approved","true","local governed asset"
"/images/case-studies/humankind-wire-pop.jpg","67815","7af1af17416baac1c6c89c0a69d8c54aab9d7927d9f94a1e1e76759af38a6f4a","client-approved","true","local governed asset"
"/images/case-studies/onward-attachments.jpg","92042","b4a6c450bac25bf811f82071b0bca1e5ccc9ee4203222d128bac6d8458e1975a","client-approved","true","local governed asset"
"/images/case-studies/onward-customize.jpg","109846","03a3dbc27daab0e982992daaf7cbad51f78392eb9bdd4dc40d839e01cd8764f2","client-approved","true","local governed asset"
"/images/case-studies/onward-loadout.jpg","68108","bdd64318d39527647d546a3de02f6fd2f46ee432d2a8c26e56a658c64bfbff4e","client-approved","true","local governed asset"
"/images/case-studies/onward-role.jpg","67222","5d246f1e2d37ccb1b9fa5c35a79b6533d51af2c808f21b096b8c4711748561f0","client-approved","true","local governed asset"
"/images/case-studies/onward-stats.jpg","152754","6daf91e40f4f4dd2e3374d47483703e9fcfd957da222eb89efd4dd39f6283d3a","client-approved","true","local governed asset"
"/images/case-studies/onward-tryout.jpg","99488","96895733fa0e2260a77a2a5fb3e6b2f32ecb343322b7391c097217823ec031a9","client-approved","true","local governed asset"
"/images/case-studies/onward-workshop.jpg","189216","e1ef1fde3549b1345a4c59975566fcdedb973a09f8abdf3bbf047e8453f61396","client-approved","true","local governed asset"
"/images/case-studies/risetopower-base.jpg","311630","0e373839f158755597ea95cce148b117ee25811ec7559d47e28a3ce679c56309","client-approved","true","local governed asset"
"/images/case-studies/risetopower-buildmenu.jpg","272541","82dd8709f8e627e7ef637a42e314bd4fffb4c12ffd4223913aa29a7ed15c26ec","client-approved","true","local governed asset"
"/images/case-studies/risetopower-city.jpg","289807","ce4fef566982bc38033e4a997d6cf8f3d55f37dfc54e8797a6f2353a69b39bc1","client-approved","true","local governed asset"
"/images/case-studies/risetopower-destroyer.jpg","263982","ec282723e38deb731a6ab94e8886c2cc87513dcbce676ed995012032153efb2c","client-approved","true","local governed asset"
"/images/case-studies/risetopower-guild.jpg","250965","8de499e2990084de100ccb199c344b35e4a92c7ea80930d07f0dcd504b7349e1","client-approved","true","local governed asset"
"/images/case-studies/risetopower-hero.jpg","304250","070564eb3d94ab063719226d0c0e5f7e94e534160b728d46167a604268d28c2c","client-approved","true","local governed asset"
"/images/case-studies/risetopower-popup.jpg","145899","69a945b3df6b62700122692de9e5b554f095a23f85cf7d5d758095b4b22dc026","client-approved","true","local governed asset"
"/images/case-studies/risetopower-sector.jpg","173109","8a11e841dfa31e0274ba3e47f00ebc32292cac5f1f791f7676809c962013df76","client-approved","true","local governed asset"
"/images/case-studies/risetopower-shipyard.jpg","252071","aaed147225efc8f709ecfc3ec5ca8941023b5386262eee157bcfbd619f534f27","client-approved","true","local governed asset"
"/images/case-studies/risetopower-shipyard2.jpg","275891","7280767c11a9b5085bce8e79e9282cd8ac957cb8125bd72e587eb718f8dbffce","client-approved","true","local governed asset"
"/images/case-studies/risetopower-terrain.jpg","293475","0b0852088e521851b95bec28f4ac7022033198c020914b9ae09914b8efb4e839","client-approved","true","local governed asset"
"/images/case-studies/wellsky-buttons.jpg","77807","c1a3bb23c169f78ae78669c63293695dba97212ae186b4e1f742bc67c9c5fde9","client-approved","true","local governed asset"
"/images/case-studies/wellsky-color.jpg","126700","91dfbd3780fabbdb9ebe1b913cdb7e6b284b5e24eca226c1e61ad75afe26428e","client-approved","true","local governed asset"
"/images/case-studies/wellsky-dashboard.jpg","56898","81c2eaecbd0ca983c5bdbc3755c5f529302eb0747376cef3602f273e4b24e8c5","client-approved","true","local governed asset"
"/images/case-studies/wellsky-foundations.jpg","72390","eddf43dec254b781a628a8910509d8f543d165e1aabaa299910572a623454ba8","client-approved","true","local governed asset"
"/images/case-studies/wellsky-hero.jpg","76825","cee2cabb988f6232584de0aa6a217553034165427d198f6337f54299ed8421ac","client-approved","true","local governed asset"
"/images/case-studies/wellsky-material.jpg","84067","f995e889f33c808fc2c9d89afeebf4c30439e7a72321043993d1d90f2937c8b6","client-approved","true","local governed asset"
"/images/case-studies/wellsky-nav-menu.jpg","67081","3ba9598b5779066f6f76f953bbc7c71f6b04de8aaba76fd439333f17d72ddcd6","client-approved","true","local governed asset"
"/images/case-studies/wellsky-navdesktop.jpg","93460","e8f69ba7044b567e03bb26f365de4b1a17f9d7fe4417b4987a85b97483c4887f","client-approved","true","local governed asset"
"/images/case-studies/wellsky-navigation.jpg","83048","b43f690252ab95fcf4797f1f4498a6551a3cac63d92f867a402aced2ae565a1b","client-approved","true","local governed asset"
"/images/case-studies/wellsky-search.jpg","70871","b3297db292dcb99a30227e4f195e021d8386394656a8604edc3fb0e35df43d66","client-approved","true","local governed asset"
"/images/case-studies/wellsky-testing.jpg","64069","8ea511e3d253058cd3159c19e0432d5dc34aac6fe9509b66cd7bd41b3fcceca2","client-approved","true","local governed asset"
"/images/case-studies/winreality-cards.png","170278","c1d740aa1db332188ac0342f101fed916cbc11e33895377f6b514353cffdadcb","client-approved","true","local governed asset"
"/images/case-studies/winreality-components.png","252521","f908cc2f991993748e65e6be2cdb244d6f72b2ff97d21231545ff0f24823edd5","client-approved","true","local governed asset"
"/images/case-studies/winreality-drills.png","395539","c86aa87aec70355c1540a96db326ff62ad1c42d17ee5405e3a2e97b259b273d4","client-approved","true","local governed asset"
"/images/case-studies/winreality-grid.png","12430","bda4082d3137d440cc6d4d5cbdf0f6a582395675fe18ede93a3b7dfe4ec46e00","client-approved","true","local governed asset"
"/images/case-studies/winreality-hero.jpg","79696","de71955f0184eacf32d41d57016840937a7848b592f908f1a4e0847fb2460e34","client-approved","true","local governed asset"
"/images/case-studies/winreality-login.png","318163","f78c4dcf28baf4b82dc922f13de2eee1d07b0d721db469913ecc4f4080d998e9","client-approved","true","local governed asset"
"/images/case-studies/winreality-logo.jpg","3968","da3f8cc784f282a23e8af36dffab765c42f9fb17621548971c6e889b8d367c5c","client-approved","true","local governed asset"
"/images/case-studies/winreality-profile.png","365972","e688a5731e6b66aefd9126dc5b26be907906e82586dd22331abdc70d9f724f7a","client-approved","true","local governed asset"
"/images/current-focus.png","553602","7c4bc339baa0b569ea46599a269571321924be7d2bfc5addf3d837dd28d65bc5","owned","true","local governed asset"
"/images/entertainment-feature.png","777427","05f408341317d6711a097015954ee81a66bf126218291eec856ccae7a30905ab","owned","true","local governed asset"
"/images/entertainment-hero.png","1570219","2842535e9ffb3f0ea53eefe09c90e2ffd22b0b8f8576c372e85fc08c52c0c994","owned","true","local governed asset"
"/images/human-machine.png","166926","534f6e98677e185d16d7218088d877a40fcadb0df5ce277684960a8215a31023","owned","true","local governed asset"
"/images/lifa-marketing-intro-01.png","4420697","16a6a97a3758e2c581e1ef9c8e8bc87844726f8721ac73fa3d2b80f491013599","owned","true","local governed asset"
"/images/my-home-hero.png","1266401","fd0d9108bd0d938bab20dc49fe5277edd3cf871e3dd45dcb5d3e94d3af4d0d93","owned","true","local governed asset"
"/images/professional-case.png","708768","f5fe513faf463e39257505c2b7af83e63584b943897c1bf6ef949bef52052efb","owned","true","local governed asset"
"/images/professional-hero.png","729481","91b202ddfd2b00b5d406968418099733d740cc0a69195e6eea78d39e78804c6f","owned","true","local governed asset"
"/images/service-creative-tech.png","76140","dcce71cb43577b9d387740f3c60b926413cc52055aa4f5f0d65dc50a9b3ff511","owned","true","local governed asset"
"/images/service-interface.png","41905","533835143e712e7c6d4cf5a0c5b2c63dd8b1820142dc0fe38a9221510b1a5e54","owned","true","local governed asset"
"/images/service-strategy.png","99800","c7d3f9c828b66d0c44c87e9305796c40121b494fbc8272dcdb4fe9ebb9ffa990","owned","true","local governed asset"
"/images/service-ux.png","86127","c5d4ebcd8f6630637855a178917e0c89d3928f1dcf36ca5e70aad77c5b60ff64","owned","true","local governed asset"
"/images/signal-systems.png","150801","2fb0122ef6a40e7868e3c49512e97cc841aa4a2817d4c08961740b1a25177888","owned","true","local governed asset"
"/images/singularis-marketing-02.jpg","3716819","f19e4a70cd981b48341acdb28b6f80db6a764be3511bf4a3a117be434517e93e","owned","true","local governed asset"
"/images/singularis.png","72422","84285abdf0dbb77ba69f99843d0ec554766610aa7b7c6306a74a5c393b30c292","owned","true","local governed asset"
"/images/store/cryptic-design-bubble-free-stickers.png","36534","28baaf02424a922b0ad1d7a9cc53bc8b4a31f5bbf977f8089cd59a6610351177","owned","true","local governed asset"
"/images/store/cryptic-design-distressed-dad-hat.jpg","51214","c9305100a025cbd3f3279a34534b0196acd46cc1234de03451716647598a0b2c","owned","true","local governed asset"
"/images/store/cryptic-design-logo-with-name-bubble-free-stickers.png","22606","43c5f4f05d592c5f25f813ae66d2b45f24c5e8a0d41f76b15d677577f9b09a9a","owned","true","local governed asset"
"/images/store/cryptic-seer-on-canvas.jpg","55246","c492f7321bab3b78c98562694db0284895e929b90df66556303635d235655656","owned","true","local governed asset"
"/images/store/five-panel-cap.png","238586","33e7ff2c565ce42a89bd5b5e463974585f125a658b5a87873e0fe9b79f3d76da","owned","true","local governed asset"
"/images/store/flat-bill-cap.png","395950","1457691e2aa44e70db820cbd19dc7d85f4d967f3ab995497bce50f559a5a2902","owned","true","local governed asset"
"/images/store/lifa-birth-of-a-solar-system-stage-01.png","943152","b81f5c9e5ff4c73c30a7cb53925ca847fe1dc8eb18e26e7bd371be165047b2ca","owned","true","local governed asset"
"/images/store/lifa-birth-of-a-star-on-canvas.png","701384","b1463c9b706e7a09edf317f5b4aeb527e1ce45238b1dfe8e9ab161b813975bb2","owned","true","local governed asset"
"/images/store/lifa-birth-of-a-star-stage-02-on-canvas.png","921960","fbf87c634e7edb5a83b8b51715bd0704ab8a241561b911686c170871e41085c8","owned","true","local governed asset"
"/images/store/lifa-supernova-on-canvas.png","940796","b58b092dcd81d3e6408426159c6d0ac3b50ca9660112d37bebe9682112634bd2","owned","true","local governed asset"
"/images/store/short-sleeve-unisex-t-shirt.png","586274","6e45c9043f7deee11c14a4f7a5a70604eee5cc26709d22b774adfb5431d264c8","owned","true","local governed asset"
"/share/account-create.png","542645","96a34dabc3d218a429f92234212a471150352e6e9f6a586217128a022e181b1b","owned","true","local governed asset"
"/share/articles.png","354247","4a625cccc57a5e27a60bc457816ea9828eb121b605d6c3c7efe142c097260196","owned","true","local governed asset"
"/share/audio.png","337957","32e1d274870a285ad57785b09e2c01f122760982de0442e32eeccf1029182d67","owned","false","local governed asset"
"/share/case-studies.png","229215","54faf7ea1ae8f2430682e7aa50eba2238bb5101356baeb0624419b77acbe229f","owned","true","local governed asset"
"/share/entertainment.png","493621","c663e2524763e6e0a63fb3461db24e3837b6fcc0083844e956ec6c8c0699dfdb","owned","true","local governed asset"
"/share/home.png","542645","96a34dabc3d218a429f92234212a471150352e6e9f6a586217128a022e181b1b","owned","true","local governed asset"
"/share/privacy.png","231642","fb121f15cd33648d10eb57a87553719328c128ad6cdb344762fc04aac2b1509e","owned","true","local governed asset"
"/share/products.png","136965","fe1c9861f91aa1c723edc29015c1798e43539595d1d965f7c3f2ba4d83e31184","owned","true","local governed asset"
"/share/professional.png","231642","fb121f15cd33648d10eb57a87553719328c128ad6cdb344762fc04aac2b1509e","owned","true","local governed asset"
"/share/search.png","493621","c663e2524763e6e0a63fb3461db24e3837b6fcc0083844e956ec6c8c0699dfdb","owned","true","local governed asset"
"/share/store.png","452217","e953351df1ed56d1a07cb360513d212a495276c7e168081103cc9a0fc5fb9aae","owned","true","local governed asset"
"/share/terms.png","231642","fb121f15cd33648d10eb57a87553719328c128ad6cdb344762fc04aac2b1509e","owned","true","local governed asset"
"/share/visual-studies.png","452217","e953351df1ed56d1a07cb360513d212a495276c7e168081103cc9a0fc5fb9aae","owned","true","local governed asset"
"/share-placeholder.svg","482","388861e4bff5dc32fd06c5e5e9c6b469e50e6bdc2a8caf85f36455fba37478ee","owned","false","local governed asset"
"/share.png","30274","f00c206ab24906c021c7da787587b751ec435c1be307a3eadceaebe173b0307d","owned","true","local governed asset"
