source,status,disposition,destination,rights,html,screenshot,sha256,reason
"/articles/category/Technology+%26+Tools","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Technology-26-Tools.html","—","6ad8b9fc631b4337e950e7629dbcb72805c0a8847380914e9abfece258a5693e","Generated taxonomy has no unique governed destination."
"/articles/category/Design%2C+Art+%26+Meaning","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Design-2C-Art-26-Meaning.html","—","a80413f1077f3b89c7af962a29cb8de508bcd8f92460d1abcd6c1236f3e6758d","Generated taxonomy has no unique governed destination."
"/articles/category/Psychology","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Psychology.html","—","1010ffb9c7114cdad7af89e6208b223afd400b12c43450cb53ecea508d69bf63","Generated taxonomy has no unique governed destination."
"/articles/category/Cryptic+Academy","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Cryptic-Academy.html","—","e972df4ad484af3799d71538cc05896229bae5e69dd9d04e476cd30b354f8646","Generated taxonomy has no unique governed destination."
"/articles/category/UX+%26+Design","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-UX-26-Design.html","—","838b674bbb33d50e0a79cdd11c3f0b1381ce50e146ac4dfde409400f737b01dc","Generated taxonomy has no unique governed destination."
"/articles/category/Game+Design+Analysis","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Game-Design-Analysis.html","—","2102bde716f124617dd5f13c74a3cf0792ea312fd58a0b455b12a10ab7a13f4c","Generated taxonomy has no unique governed destination."
"/articles/category/Creative+Systems","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Creative-Systems.html","—","81ef5d36fb43b0363a14f20eef9cffad751520dfdabd925cf9a8bf9456ebcece","Generated taxonomy has no unique governed destination."
"/articles/category/Innovation","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Innovation.html","—","46a8ed697c7f5fd0629c0fca3205f97e311fb5557b37065ff24c5883bcba2fb2","Generated taxonomy has no unique governed destination."
"/articles/category/Game+Analysis","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Game-Analysis.html","—","9a1c79b385355624d76bd954664f207c3532c1f548ef49b4904a16c212463617","Generated taxonomy has no unique governed destination."
"/articles/category/Games+%26+Interactive+Media","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Games-26-Interactive-Media.html","—","c39a68f01935365681d265301aa3678e183e4ad7efd6c6f63d64904a4efcfdf6","Generated taxonomy has no unique governed destination."
"/articles/category/Technology","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Technology.html","—","04bb42e1c3b54d8a5ddc7f3bc317c47924e24b6b7169869fb50f6a7be9c645ea","Generated taxonomy has no unique governed destination."
"/articles/category/Creative+Technology","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Creative-Technology.html","—","961fb2beb72389bb5bbaa5ae101e5fc185b4779a8a5df66c7a2e06cc16a89ea2","Generated taxonomy has no unique governed destination."
"/articles/category/Design+Ethics","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Design-Ethics.html","—","8e85dad576e882e6eae0d75b602ba9cacd5ea8efab9f318a3b7c413a9bc45bd5","Generated taxonomy has no unique governed destination."
"/articles/category/Design+Principles","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Design-Principles.html","—","c07563d6e458ff27daa32094bddff929755299a3cb167b43212b87f227fd1161","Generated taxonomy has no unique governed destination."
"/articles/category/Work%2C+Craft+%26+Purpose","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Work-2C-Craft-26-Purpose.html","—","789f5a4e00fd6696bdc63c9eb9f50c6dfcf87387bb56dd24e123a5d9906f5162","Generated taxonomy has no unique governed destination."
"/articles/category/Futures+%26+Open+Questions","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Futures-26-Open-Questions.html","—","ecce2f45a05cc51dbedf156be4fba1533352421eaed97c76ea981f67f9f1659b","Generated taxonomy has no unique governed destination."
"/articles/category/User+Experience+Design","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-User-Experience-Design.html","—","89e4b349b6ab00315824b13859bfcb5e498db68242470fed20cd5c6885ac336b","Generated taxonomy has no unique governed destination."
"/articles/category/UX","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-UX.html","—","b6f7c1c6d07a57f40d00642a8bdeec07e0d26361ba8e7d2c766d6fdb827b0578","Generated taxonomy has no unique governed destination."
"/articles/category/Game+UX+%26+Player+Psychology","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Game-UX-26-Player-Psychology.html","—","731085aff6871c6ddf84275b8e029d31176389df62660ccda1572d9c06333974","Generated taxonomy has no unique governed destination."
"/articles/category/Artificial+Intelligence","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Artificial-Intelligence.html","—","a2ba814ed357a4f8e88ec5f6d528bf84944c1942eccf0b7f21c2be40b5507473","Generated taxonomy has no unique governed destination."
"/articles/category/User+Research","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-User-Research.html","—","aac1dcec35f8398883ea7bfb01db039a99fb1f42c3a359c25ef73c2693a2e1e2","Generated taxonomy has no unique governed destination."
"/articles/category/Design+Thinking","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Design-Thinking.html","—","83f295e3bc448a57c23649c663e59099da55279291585b98895e6ac25830272f","Generated taxonomy has no unique governed destination."
"/articles/category/Ethics%2C+Agency+%26+Trust","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Ethics-2C-Agency-26-Trust.html","—","b350f1007e8a83b379688f49a9b4de3bb2ae78ff2184f7f1d57445641d6fc14e","Generated taxonomy has no unique governed destination."
"/articles/category/Industry+Analysis","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Industry-Analysis.html","—","b067c5f299342b0d5613438d65e94e603f41a4ebca4d65c2fcaea3ce987b2d56","Generated taxonomy has no unique governed destination."
"/articles/category/Product+Development","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Product-Development.html","—","a7febe97656fc073f775180ee35a57146dbee9184cf878e24f8d3495fbe6d221","Generated taxonomy has no unique governed destination."
"/articles/category/Mind%2C+Focus+%26+Inner+State","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Mind-2C-Focus-26-Inner-State.html","—","81496807108646d75420669b9245649faf61ae6407608bb4dd30891e0ff066b6","Generated taxonomy has no unique governed destination."
"/articles/category/Reviews","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Reviews.html","—","17a8e39a33b6b2a6dd08d2b77a0faa69aa3e7ce65872964685a7d83200c0e6d3","Generated taxonomy has no unique governed destination."
"/articles/category/Culture+%26+Systems","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Culture-26-Systems.html","—","e06f225570cdd663c5027e0e8f5303a3b66574465c4762a194d2d35104cac8b1","Generated taxonomy has no unique governed destination."
"/articles/category/Games","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Games.html","—","84fb717e786aa98be3c9138c1af59ac3453d9988502057a4535823a9de4a0c91","Generated taxonomy has no unique governed destination."
"/articles/category/Human+Experience","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Human-Experience.html","—","5e3a64d8a9cddd81a33ac71359efc4c81bc0b5a617434cbace73b8d8fadbc833","Generated taxonomy has no unique governed destination."
"/articles/category/Human%E2%80%93Computer+Interaction","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Human-E2-80-93Computer-Interaction.html","—","ae38f67b16944863aac058f2bdaa7be91c61fbfa15e58ea49c7e6abab6d73335","Generated taxonomy has no unique governed destination."
"/articles/category/Player+Experience","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Player-Experience.html","—","4530bbbc40b559e1cfa76746a9f793e4f43573765ecf9d626c4f40cc1df3adc8","Generated taxonomy has no unique governed destination."
"/articles/category/Thought+Leadership","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Thought-Leadership.html","—","163cfc35df3c7ecf5740386260f0bb3d3f852161f014424c64e73edd49755dc4","Generated taxonomy has no unique governed destination."
"/articles/category/Game+Development","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Game-Development.html","—","e9e598d020caf1442a7f7a8d2a37aae737e37e160f453a44b39ea46e5fe24e38","Generated taxonomy has no unique governed destination."
"/articles/category/Game+Design","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Game-Design.html","—","ef991f3db25bacac04d63c7be0c2d1f973298faf7d7aa212d2c605d022d6def3","Generated taxonomy has no unique governed destination."
"/articles/category/Gaming","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-category-Gaming.html","—","e4106a84e2d936807183f55517e2905f6e2307d87d1c86668a09af8fdc92ae8c","Generated taxonomy has no unique governed destination."
"/articles/tag/PC+games+2026","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-PC-games-2026.html","—","d30ea7ec5a71ab14a0bc5df7966843694c85f02126e535a0e00276c1a135ff7a","Generated taxonomy has no unique governed destination."
"/articles/tag/%23UIDesign","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UIDesign.html","—","0cbfca8253d4587bab88c7ed8c4442d46a2a7824cae814806d8ea3666ece339c","Generated taxonomy has no unique governed destination."
"/articles/tag/Player+Psychology","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Player-Psychology.html","—","85f0316e7f581ac504ea058eb08daac577c06266409e4ea9f83ae31bb0b91a19","Generated taxonomy has no unique governed destination."
"/articles/tag/%23ux","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23ux.html","—","f08be79785a1e1cd44546d2a04cf7a5d37931c0bb296afe9eeb075849f5b819d","Generated taxonomy has no unique governed destination."
"/articles/tag/%23CrypticAcademy","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23CrypticAcademy.html","—","54d814e2112c591549e94445762be5b7e1e2977b226a07bddbd5d63535b377aa","Generated taxonomy has no unique governed destination."
"/articles/tag/%23UX","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UX.html","—","f63dd82fa503c8d83fc60f8a1060a93d25dd7ff4584848c56a4af7110bf4363b","Generated taxonomy has no unique governed destination."
"/articles/tag/%23ComponentDriven","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23ComponentDriven.html","—","32f639c6b9c0a1c1303b6a47f4f5292bdbf924f4a8732bba1f88bbb4b809afe1","Generated taxonomy has no unique governed destination."
"/articles/tag/%23DataDrivenDesign","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23DataDrivenDesign.html","—","fe7ca958c9bdf24698171d368e38163590fcb28c8e4cbfb6511c0961a2cb577f","Generated taxonomy has no unique governed destination."
"/articles/tag/%23ai","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23ai.html","—","428363706a62ecd8fbd5028a488d6289350a6fd870bf490248a9e4dcf1670ffd","Generated taxonomy has no unique governed destination."
"/articles/tag/%23UXStrategy","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UXStrategy.html","—","519468e3048d0eb615b3eba21f77781eee2efd0ca8260e3d3b6c2bbb30e504c5","Generated taxonomy has no unique governed destination."
"/articles/tag/%23Metaverse","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23Metaverse.html","—","a1072df3d884630d7ef4f886f1ed5aa20199b776791b98ae523b5edeeadb1d81","Generated taxonomy has no unique governed destination."
"/articles/tag/%23DesignThinking","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23DesignThinking.html","—","dc71f13674db23fc9d1f82d84191576d34d382089f7e5af11e9d2c5ff83b94fc","Generated taxonomy has no unique governed destination."
"/articles/tag/%23UIFrameworks","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UIFrameworks.html","—","6a4efb1828ac7ea96694edeeb6bbc81c80e90e8242434cedf51bc14747869800","Generated taxonomy has no unique governed destination."
"/articles/tag/%23PlayerExperience","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23PlayerExperience.html","—","1154cab93ade08c19ae0978e82b23dd732a20522ff4c94d56bd7bcc3b3acb13b","Generated taxonomy has no unique governed destination."
"/articles/tag/Motivation","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Motivation.html","—","52e4ec7f507f569a557767e697508a6485b418f92af99de87c81d952d43fd24b","Generated taxonomy has no unique governed destination."
"/articles/tag/%23ProductDesign","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23ProductDesign.html","—","3639cde5cd39a1a3cf279e6a1aa7dc9bf9af3681e94e065eaaa8515265f133f6","Generated taxonomy has no unique governed destination."
"/articles/tag/Decision+Systems","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Decision-Systems.html","—","f5f23fddf9c9153eb191463cecd5742a269e283342f83880fd23854ad25ea739","Generated taxonomy has no unique governed destination."
"/articles/tag/%23DigitalInnovation","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23DigitalInnovation.html","—","fc2ff9166525e608cc436557a2293569d6761489647a5f99f8aabe8f92c4d167","Generated taxonomy has no unique governed destination."
"/articles/tag/Design+Ethics","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Design-Ethics.html","—","bf234f57232816b195f9cd02e15ce4b5546eb736767f8235b8a53a36cec64f58","Generated taxonomy has no unique governed destination."
"/articles/tag/%23GamingInsights","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23GamingInsights.html","—","022cfbea6807a93e482a78a9580903e55265eb5f3e7e23be763b49e8731b9925","Generated taxonomy has no unique governed destination."
"/articles/tag/%23DesignSystems","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23DesignSystems.html","—","5dfdf90911d9d06c474eb391b4271705f8a420d7c00219393fa66c0e71ac0630","Generated taxonomy has no unique governed destination."
"/articles/tag/%23UsabilityTesting","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UsabilityTesting.html","—","00f48bb5ccfdba2af9bcede1116771cc92d2f6095993fa65ec9d0d0df279b402","Generated taxonomy has no unique governed destination."
"/articles/tag/%23LiveService","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23LiveService.html","—","77de04d9e48f8641183cfc20eb94d5162f400562850802bd6d02bd483b91cafe","Generated taxonomy has no unique governed destination."
"/articles/tag/Singularis","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Singularis.html","—","d54a6080a617321a4fb4e282fbcf0a982059940c588783b14a05d30817a1f18d","Generated taxonomy has no unique governed destination."
"/articles/tag/%23CrypticDesign","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23CrypticDesign.html","—","87df8e995c42ab334bbc3348bb4aaf0a73f7f8ae515aedcca6d26e64497c943b","Generated taxonomy has no unique governed destination."
"/articles/tag/%23ImmersiveGaming","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23ImmersiveGaming.html","—","b850b49907c15869c8a21d8b21bc6db8d64a4ff3603bf3af2a5771b1aa82b484","Generated taxonomy has no unique governed destination."
"/articles/tag/%23GamingIndustry","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23GamingIndustry.html","—","204a11574d27b2a08b365f2a7f72a2037a964a70bd5f8b8ee34050f677de718e","Generated taxonomy has no unique governed destination."
"/articles/tag/Cooperative+Dynamics","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Cooperative-Dynamics.html","—","eff742a00fa2eda01f61e405de92a53f936273724c25df7edb061e91a166c292","Generated taxonomy has no unique governed destination."
"/articles/tag/%23HumanCenteredDesign","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23HumanCenteredDesign.html","—","4b4cc79a9276770c4fc89a4970d0210b159987260326b7fad840a8f6ecb4a2f0","Generated taxonomy has no unique governed destination."
"/articles/tag/%23HolisticUX","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23HolisticUX.html","—","1c79cad8fd8cf3e03e1201dd4e6ed586af1fd38244eac9532fd37a9cf5a91a10","Generated taxonomy has no unique governed destination."
"/articles/tag/%23DesignTokens","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23DesignTokens.html","—","dec1849b50bdeeeaf2165177040aad84e22279baa8b01de7acd7c9de221ee0e6","Generated taxonomy has no unique governed destination."
"/articles/tag/Player+Experience+Design","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Player-Experience-Design.html","—","913ce4164cc6414cb7861faa6db7ae222f7edf29386b1f61d87fd71c766e48fa","Generated taxonomy has no unique governed destination."
"/articles/tag/Systems+Thinking","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Systems-Thinking.html","—","73be7a03f7138ff6dc20997c8031952e021f334b67518b142068f103e95d2771","Generated taxonomy has no unique governed destination."
"/articles/tag/%23IndieGames","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23IndieGames.html","—","78c1265227f9bb2280b139284171fb1865c2119040b713b927688fe8e7c26941","Generated taxonomy has no unique governed destination."
"/articles/tag/%23BehavioralDesign","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23BehavioralDesign.html","—","c33559a6ba8a4bb1727390162dad0ca320a447c5d6f7a36c6786a5b4d07603ae","Generated taxonomy has no unique governed destination."
"/articles/tag/%23DigitalExperience","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23DigitalExperience.html","—","61ad5b871ccb9cada7718d2b3f390bb33ef54e7e7630ce3ff868952409a6533e","Generated taxonomy has no unique governed destination."
"/articles/tag/experiential+learning+in+games","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-experiential-learning-in-games.html","—","12f935b867f3cae5ea60f3ebf2f169fe51ddf34574eaa0f131e830c65fdfcfa3","Generated taxonomy has no unique governed destination."
"/articles/tag/%23HeuristicEvaluation","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23HeuristicEvaluation.html","—","92008c52f754a9385f00b65b5b33d6a337c88ea731fe7db999fb8b1beafab8f0","Generated taxonomy has no unique governed destination."
"/articles/tag/%23InteractionDesign","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23InteractionDesign.html","—","abf915877f6a4d8e7302275ae388505707d1406bdf2bbe5dcf116ae67793621a","Generated taxonomy has no unique governed destination."
"/articles/tag/%23technology","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23technology.html","—","e9c6df77a2b5767269e189fe4cc4340d2d70182440d876d26c52094e91aa086e","Generated taxonomy has no unique governed destination."
"/articles/tag/%23GameDesign","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23GameDesign.html","—","36e2f435b25ecbebf0320fa6d6251dd9999dafb894f675003e93e7dcbfa3f754","Generated taxonomy has no unique governed destination."
"/articles/tag/%23AccessibilityTesting","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23AccessibilityTesting.html","—","e255f0e5262f3bf227dc7b10258812b0661e7d47a44e4a5364128d114bb7c128","Generated taxonomy has no unique governed destination."
"/articles/tag/Interaction+Systems","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Interaction-Systems.html","—","5ac057807d56f25a3e18175e49c96f7f8137976a1d34dedc2f39ea9d822609d4","Generated taxonomy has no unique governed destination."
"/articles/tag/%23ProductDevelopment","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23ProductDevelopment.html","—","b445b3b1f2c1c4a85786a9efe013d50f6e6d3024f90b378299563efd2dcb4baa","Generated taxonomy has no unique governed destination."
"/articles/tag/Tool+Philosophy","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Tool-Philosophy.html","—","2a3e78903e903493c816a1a7721c2f54813c0a4ed507cdd8694f2701b6aafda3","Generated taxonomy has no unique governed destination."
"/articles/tag/systems+design","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-systems-design.html","—","fbbdc8baea3b0d03c203942b1c96d6ac3364f7e326b98088762e5f7a2fab8911","Generated taxonomy has no unique governed destination."
"/articles/tag/game+design+benchmarks","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-game-design-benchmarks.html","—","eebefe6c50ae76eabbf2e7a2248cf93f000d5f84c6b1e1ebdc3eb4b8901a10af","Generated taxonomy has no unique governed destination."
"/articles/tag/%23UserResearch","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UserResearch.html","—","7213eaba1971715e23c403c6f103be2a1e36fd9210079272553aa58b588b7368","Generated taxonomy has no unique governed destination."
"/articles/tag/Optimization","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Optimization.html","—","3974760513716372c70fa99f33e4523467a7623eedfae99052e2c4ae212a4d23","Generated taxonomy has no unique governed destination."
"/articles/tag/%23DesignProcess","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23DesignProcess.html","—","f1feaf4ec00502d347395689f0f3d5079022557e3b284f75d380ac1bdedb306e","Generated taxonomy has no unique governed destination."
"/articles/tag/Engagement","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Engagement.html","—","48630621ed646aa3283f216601b698afdba7d7ef5eb6746c479a9df90f949df5","Generated taxonomy has no unique governed destination."
"/articles/tag/Production+Pipelines","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Production-Pipelines.html","—","accfdd727591fe3eef8d266f6252866df0d7a4e3c768cb44a679901fc5e1737d","Generated taxonomy has no unique governed destination."
"/articles/tag/Creative+Production","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Creative-Production.html","—","ddb4483aa0dfc762f85cb12ce7861dd6e9dcd0e92f5b1170fff1fd4e6db15710","Generated taxonomy has no unique governed destination."
"/articles/tag/%23AtomicDesign","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23AtomicDesign.html","—","a4e8b7fff1f4d1373a09c93b6f6215d77af9cef9754ac3dad6b0c4960d067a3d","Generated taxonomy has no unique governed destination."
"/articles/tag/interactive+systems","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-interactive-systems.html","—","153015235564fb8a8c8f0f0e2fe193b6dd92fea36a5c93b35992df3382721663","Generated taxonomy has no unique governed destination."
"/articles/tag/game+design+analysis","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-game-design-analysis.html","—","2e76806aefe4596346d8d91fcdfb5853787c725b6921088836850330a1e4ee0c","Generated taxonomy has no unique governed destination."
"/articles/tag/%23UXAudit","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UXAudit.html","—","35855132eb63e7c683d525268c9f52d559207eebeb4908ddfb80ea5579c5ef8a","Generated taxonomy has no unique governed destination."
"/articles/tag/Cognitive+Load","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Cognitive-Load.html","—","bdebb0cb32bd76dbd789f5236ad2b0e86156193fe8909001ff853d28eb9f86fe","Generated taxonomy has no unique governed destination."
